 zcr, rms, centroid, rolloff, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13,filename,duration[ms],age,gender,delta
0.085,0.0467,831.1651,1497.61,-443.9,53.4459,-10.117,6.1035,-20.5145,-10.9947,-16.3159,-11.655,-7.4019,-2.7441,-5.1805,-13.173,-4.428,common_voice_es_40457793.mp3,4248,senior,female,cv-corpus-18.0-delta-2024-06-14
0.087,0.0619,869.974,1529.86,-403.6549,50.0954,-8.1333,4.0639,-20.6379,-12.4572,-19.3128,-12.0462,-6.2678,-2.1196,-4.6853,-12.5717,-3.7508,common_voice_es_40457793_aug_pitch_0.27.mp3,4248,senior,female,cv-corpus-18.0-delta-2024-06-14
0.067,0.0401,759.379,1339.87,-425.4857,32.6616,-5.0266,14.8092,-18.1526,-6.0841,-10.7,-7.3039,-6.3454,-4.0641,-4.5121,-11.1062,-3.9077,common_voice_es_40457803.mp3,3276,senior,female,cv-corpus-18.0-delta-2024-06-14
0.0734,0.0427,808.0868,1395,-431.2034,34.788,-5.3072,15.4062,-19.5095,-6.4274,-11.4133,-7.5888,-6.8114,-3.8108,-4.902,-12.1092,-4.0807,common_voice_es_40457803_aug_stretch_0.94.mp3,3485,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1051,0.0649,1368.18,2352.36,-374.3879,69.5257,-5.3026,17.7193,-24.4875,-9.5032,-25.2628,-17.8681,-14.8144,-7.3072,-7.7537,-17.5406,-6.348,common_voice_es_40457804.mp3,5796,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1153,0.0696,1373.07,2359.62,-367.1944,66.7539,-5.9722,14.7449,-24.4407,-10.696,-24.7699,-17.2091,-14.1461,-4.75,-8.5899,-17.5688,-6.9657,common_voice_es_40457804_aug_pitch_0.18.mp3,5796,senior,female,cv-corpus-18.0-delta-2024-06-14
0.163,0.0859,1771.63,2793.79,-337.1861,57.0718,-8.447,18.9502,-27.5367,-10.9547,-22.6162,-17.0918,-14.0436,-8.2016,-7.655,-17.3226,-5.5692,common_voice_es_40457805.mp3,5940,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1588,0.0688,1896.96,2954.62,-362.7982,58.486,-2.0968,25.8898,-25.2274,-17.038,-26.7012,-14.8189,-19.645,-9.8115,-3.9496,-19.4226,-11.0336,common_voice_es_40457806.mp3,7740,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1654,0.0605,1954.09,3086.88,-369.8953,54.619,-3.2148,24.407,-22.1035,-14.8018,-25.9245,-12.8515,-18.8511,-9.1632,-3.2369,-18.4072,-11.6853,common_voice_es_40457806_aug_pitch_-0.09.mp3,7740,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1842,0.0545,2046.61,3168.89,-381.777,47.587,-3.1256,16.2462,-24.4577,-17.0323,-24.4803,-12.6093,-19.0244,-7.8557,-4.6879,-15.7404,-8.6152,common_voice_es_40457806_aug_stretch_1.01.mp3,7651,senior,female,cv-corpus-18.0-delta-2024-06-14
0.09,0.0668,1066.94,1796.13,-394.316,41.2652,-6.7677,28.4158,-18.6267,-15.6153,-17.7944,-12.0834,-10.9333,-7.9149,-4.6597,-12.3004,-2.5571,common_voice_es_40457807.mp3,4356,senior,female,cv-corpus-18.0-delta-2024-06-14
0.0914,0.0567,1011.43,1703.92,-403.7643,36.8502,-6.8806,24.5468,-17.355,-14.6198,-17.2587,-10.4643,-9.5681,-6.0482,-3.3485,-11.4014,-2.2762,common_voice_es_40457807_aug_stretch_1.10.mp3,3960,senior,female,cv-corpus-18.0-delta-2024-06-14
0.2056,0.059,2197.04,3364.1,-374.6521,44.0789,11.6332,17.8673,-21.4607,-11.6236,-23.9579,-12.5685,-17.1413,-5.7682,-14.9361,-7.6702,-11.2753,common_voice_es_40457818.mp3,7128,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1984,0.0606,2091.18,3156.4,-377.7287,47.0766,4.0375,21.8603,-21.9022,-7.5267,-28.858,-11.0453,-22.003,-2.1402,-14.6121,-4.1855,-13.2124,common_voice_es_40457818_aug_pitch_-1.35.mp3,7128,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1948,0.074,2410,3581.26,-363.8752,56.3498,-5.9296,12.0296,-29.6253,-7.9993,-22.3645,-12.8755,-12.587,-7.8287,-8.7932,-14.0837,-9.931,common_voice_es_40457819.mp3,6588,senior,female,cv-corpus-18.0-delta-2024-06-14
0.174,0.0733,1825.73,2843.45,-349.7508,63.2455,-8.6195,22.7301,-32.5159,-18.8171,-23.5185,-21.2362,-17.3018,-7.4542,-6.39,-13.6927,-8.7787,common_voice_es_40457820.mp3,7920,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1173,0.0568,1235.73,1892.27,-406.698,43.3157,0.194,13.2741,-24.4054,-9.0126,-16.832,-12.1382,-14.9519,-7.6493,-4.1211,-5.089,-10.2943,common_voice_es_40457821.mp3,4068,senior,female,cv-corpus-18.0-delta-2024-06-14
0.0547,0.0343,576.8703,949.4427,-489.8027,21.2629,-1.1024,6.7836,-8.8972,-4.242,-9.812,-5.3555,-6.192,-1.4876,-3.5864,-2.3157,-6.002,common_voice_es_40457822.mp3,3888,senior,female,cv-corpus-18.0-delta-2024-06-14
0.0567,0.0386,611.6643,1039.41,-458.8337,16.8929,-0.2449,2.8033,-8.6565,-5.7209,-8.5368,-6.4063,-3.8592,-2.0632,-2.5286,-3.798,-3.0563,common_voice_es_40457822_aug_pitch_1.11.mp3,3888,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1253,0.0788,1641.49,2675.61,-371.5838,57.2741,-4.2051,24.1216,-29.0574,-14.7967,-23.7117,-13.1141,-15.3493,-12.1568,-4.7935,-10.0115,-4.5076,common_voice_es_40457823.mp3,5400,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1581,0.0727,1566.54,2439.24,-360.0326,47.9966,-2.2657,6.7212,-27.1363,-10.2296,-27.4539,-11.315,-12.1353,-2.3654,-8.7577,-10.997,-7.4822,common_voice_es_40457824.mp3,5220,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1662,0.0917,1760.24,2836.48,-344.7257,67.1829,-7.1135,27.652,-36.0598,-22.8988,-26.4523,-16.4206,-17.3677,-11.768,-2.6333,-16.9669,-7.1269,common_voice_es_40457825.mp3,5688,senior,female,cv-corpus-18.0-delta-2024-06-14
0.126,0.0561,1629.08,2612.36,-391.0815,63.7188,-17.7145,18.2874,-27.5126,-15.3392,-21.5702,-16.1818,-15.0721,-6.194,-2.9556,-15.4671,-3.3144,common_voice_es_40457826.mp3,5328,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1217,0.0554,1611.4,2542.6,-391.2096,62.2098,-17.3988,16.8824,-26.0855,-15.5509,-21.1718,-15.2512,-13.9785,-5.7616,-2.7466,-15.0839,-3.1144,common_voice_es_40457826_aug_stretch_1.00.mp3,5306,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1496,0.0843,1803.19,2823.8,-342.9221,60.4786,-12.203,3.3167,-25.6629,-8.2023,-27.2674,-12.575,-5.1946,-7.7592,-9.5133,-12.5211,-3.8094,common_voice_es_40457827.mp3,5976,senior,female,cv-corpus-18.0-delta-2024-06-14
0.16,0.0621,1686.44,2576.53,-386.344,44.4474,3.34,18.8149,-18.9237,-11.5758,-21.4058,-17.0715,-13.7194,-3.2887,-14.5231,-10.2804,-7.4523,common_voice_es_40457838.mp3,5400,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1626,0.0716,1729.51,2623.36,-370.7314,40.9087,3.1312,13.5003,-20.6034,-12.8719,-21.536,-16.2506,-10.9403,-3.1229,-14.9411,-9.9494,-6.836,common_voice_es_40457838_aug_pitch_0.38.mp3,5400,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1782,0.077,1863.16,2829.87,-364.3519,37.5421,10.9349,18.3099,-22.4671,-10.1643,-20.0338,-17.6491,-16.2127,-2.5345,-11.4278,-7.8142,-9.9613,common_voice_es_40457839.mp3,5076,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1832,0.0863,1975.25,3223.13,-333.49,58.9564,-1.8444,25.7019,-20.7649,-20.7469,-24.7666,-14.3629,-21.3484,-9.5595,-8.3423,-13.5463,-11.087,common_voice_es_40457840.mp3,7596,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1961,0.0719,1913.07,2942.33,-371.2637,46.8487,11.1308,31.1055,-25.6329,-14.0661,-23.1388,-17.6386,-19.5191,-7.9159,-12.6369,-15.6595,-7.5106,common_voice_es_40457841.mp3,6120,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1412,0.0965,1446.71,2357.29,-348.0641,63.5726,-8.1122,9.7546,-28.3905,-19.1942,-21.8479,-15.9277,-15.0014,-7.0641,-8.2545,-13.8824,-8.3509,common_voice_es_40457842.mp3,5400,senior,female,cv-corpus-18.0-delta-2024-06-14
0.05,0.042,558.4882,974.5721,-459.4019,31.4509,-11.0537,7.2463,-10.6848,-3.1661,-13.7151,-6.7101,-4.9034,-2.6253,-0.5905,-6.5442,-2.2211,common_voice_es_40457853.mp3,3636,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1554,0.0755,1960.45,3238.8,-349.8231,57.5754,1.8335,22.7758,-33.6302,-14.2343,-21.47,-12.6894,-15.6305,-8.5819,-11.6097,-15.1113,-7.4083,common_voice_es_40457854.mp3,6300,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1156,0.0679,1293.53,2064.49,-383.5479,55.707,-13.9923,14.6844,-26.4785,-13.2406,-22.1355,-9.2888,-9.2254,-8.0331,-0.452,-12.6061,-5.3101,common_voice_es_40457855.mp3,5220,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1404,0.0742,1440.06,2257.76,-359.8117,45.8372,-13.6188,6.402,-29.5046,-13.4263,-20.0047,-5.5452,-8.9118,-2.9796,-2.6933,-13.4483,-1.404,common_voice_es_40457855_aug_pitch_1.12.mp3,5220,senior,female,cv-corpus-18.0-delta-2024-06-14
0.0906,0.0412,877.186,1349.27,-446.0627,22.8687,4.8943,11.7021,-12.2333,-6.9568,-7.8793,-4.8626,-7.7725,-4.9806,-3.0362,-5.9441,-5.3224,common_voice_es_40457856.mp3,3060,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1536,0.0722,1860.89,2883.61,-363.7968,41.7357,-1.4238,14.6568,-22.3452,-9.798,-22.5245,-10.6996,-15.5682,-6.6208,-4.8233,-13.9224,-7.2866,common_voice_es_40457857.mp3,9936,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1423,0.0838,1921.14,2981.19,-354.4632,53.7368,-4.1976,24.9315,-31.799,-12.9814,-19.2466,-16.8951,-15.5,-8.3295,-4.8568,-10.0512,-9.6012,common_voice_es_40457873.mp3,6480,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1079,0.0682,1297.5,1991.64,-405.42,26.7525,2.7043,15.6804,-18.4947,-1.7951,-10.65,-11.9042,-13.8918,-5.8399,-3.8167,-9.4642,-4.9193,common_voice_es_40457874.mp3,4500,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1753,0.0637,2058.81,3499.55,-358.1602,58.7365,-13.0799,29.9992,-36.3708,-15.602,-24.7144,-16.2735,-14.0952,-9.8762,-0.9263,-18.5488,-6.3458,common_voice_es_40457875.mp3,9108,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1775,0.0641,1999.94,3308.87,-382.3108,49.3772,4.2333,33.1246,-26.8314,-17.4048,-15.6391,-15.3981,-22.657,-10.5627,-5.0279,-14.1597,-4.8031,common_voice_es_40457876.mp3,7128,senior,female,cv-corpus-18.0-delta-2024-06-14
0.0807,0.0394,882.1288,1471.29,-488.6132,22.7262,5.4618,14.4539,-11.3041,-0.7895,-10.8124,-6.8541,-9.517,-7.7225,-2.3197,-7.4539,-6.4302,common_voice_es_40457877.mp3,3888,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1594,0.0654,1599.22,2587.68,-377.6421,51.9613,-10.9946,12.4648,-23.1625,-15.861,-21.8064,-14.0387,-10.6214,-7.5933,-1.7331,-11.7039,-9.0539,common_voice_es_40457888.mp3,4896,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1758,0.0628,2009.41,3047.67,-391.7913,50.2914,10.2355,12.2689,-27.4562,-10.8549,-18.6163,-13.478,-15.4906,-10.794,-6.6078,-5.2547,-9.8502,common_voice_es_40457889.mp3,6120,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1822,0.0756,1935.15,2882.76,-362.7199,47.233,7.7967,15.2275,-24.4914,-11.5253,-18.458,-11.8486,-16.3979,-10.1477,-8.4457,-3.6491,-9.7043,common_voice_es_40457889_aug_pitch_-0.48.mp3,6120,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1918,0.0813,2071.93,3070.66,-374.8599,46.7236,10.9888,4.7356,-29.7108,-12.8283,-18.1529,-14.3953,-13.7353,-9.4344,-2.7114,-9.087,-5.047,common_voice_es_40457889_aug_pitch_1.01.mp3,6120,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1528,0.0679,2168.61,3711.63,-366.0376,47.7388,-4.7062,37.7887,-41.2314,-18.9692,-24.5106,-11.9569,-18.9389,-12.4166,-2.0325,-15.0305,-2.3701,common_voice_es_40457890.mp3,7308,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1515,0.0509,2170.01,3562.9,-389.1309,44.453,0.145,34.944,-24.5771,-20.4669,-20.2374,-11.3021,-18.303,-9.8111,0.3066,-13.8036,-8.2577,common_voice_es_40457891.mp3,6300,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1616,0.0755,1838.55,2809.96,-372.7343,40.3304,4.7869,30.4144,-30.1548,-11.1566,-23.9803,-10.5926,-14.6618,-9.4967,-6.6371,-10.52,-7.3057,common_voice_es_40457892.mp3,5148,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1559,0.0864,1493.56,2463.48,-344.4103,76.6801,0.1144,6.0362,-25.9723,-8.6443,-18.8454,-19.5633,-11.4258,-5.1822,-14.629,-18.2484,-8.4727,common_voice_es_40457893.mp3,6228,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1106,0.0568,1195.14,1953.72,-383.5661,48.8231,-1.8367,12.059,-25.785,-12.1162,-23.2432,-14.3953,-11.6696,-3.5893,-8.1848,-12.7589,-1.143,common_voice_es_40457894.mp3,4716,senior,female,cv-corpus-18.0-delta-2024-06-14
0.1459,0.0679,1715.29,2839.57,-379.3916,59.4814,9.1437,24.0416,-27.5757,-11.1706,-29.8308,-16.8372,-14.8511,-10.8548,-10.0693,-14.4504,-7.5256,common_voice_es_40457895.mp3,5976,senior,female,cv-corpus-18.0-delta-2024-06-14
0.0277,0.0216,328.6219,642.5657,-512.5351,19.1913,-2.3272,1.5045,-6.8474,-1.8343,-5.7274,-3.7092,-2.2774,-2.916,-2.6603,-3.3171,-1.0921,common_voice_es_40457896.mp3,2448,senior,female,cv-corpus-18.0-delta-2024-06-14
0.0306,0.0185,373.1302,741.6401,-509.4292,16.8694,-2.3522,-0.2919,-7.402,-2.5805,-5.7487,-2.8648,-2.3576,-3.5726,-2.4942,-3.3219,0.7137,common_voice_es_40457896_aug_pitch_1.18.mp3,2448,senior,female,cv-corpus-18.0-delta-2024-06-14
0.0879,0.0501,1062.55,1725.97,-437.1215,28.4827,2.2587,12.8859,-15.7453,-1.9092,-11.6021,-9.77,-7.4141,-2.4967,-9.0762,-4.8257,-6.0105,common_voice_es_40457897.mp3,4176,senior,female,cv-corpus-18.0-delta-2024-06-14
0.0978,0.0625,1127.41,1805.48,-411.1664,28.1809,1.9427,10.8719,-15.6393,-2.4813,-12.8156,-10.0042,-9.0752,-1.4286,-8.5719,-5.0728,-6.69,common_voice_es_40457897_aug_stretch_0.94.mp3,4428,senior,female,cv-corpus-18.0-delta-2024-06-14
0.2032,0.0639,1882.05,2927.15,-362.7575,100.1209,7.9296,-2.0928,4.4159,-0.3977,-3.8034,-0.9757,-20.7271,-17.6238,-5.238,-3.6403,-19.9209,common_voice_es_40458093.mp3,6948,adult,male,cv-corpus-18.0-delta-2024-06-14
0.1954,0.0392,1893.14,2959.84,-412.1033,77.1366,25.7967,14.8001,14.4489,10.5056,-6.2525,16.3389,-8.5445,-16.4135,-2.7779,-3.398,-13.6392,common_voice_es_40460707.mp3,7164,adult,male,cv-corpus-18.0-delta-2024-06-14
0.2416,0.0474,2058.58,3202.93,-393.2397,66.6227,12.4113,4.2828,4.7053,13.3047,-2.0264,15.3918,-11.7158,-8.8848,-5.3135,1.6624,-12.8365,common_voice_es_40460708.mp3,7308,adult,male,cv-corpus-18.0-delta-2024-06-14
0.2402,0.0277,2169.63,3353.45,-461.9557,70.5474,9.3926,6.5599,-1.3056,4.4084,6.0299,10.0438,-10.5946,-11.4704,-5.2765,-2.4608,-9.5034,common_voice_es_40460739.mp3,7632,adult,male,cv-corpus-18.0-delta-2024-06-14
0.1825,0.0621,1815.17,2804.94,-345.2418,90.7453,-0.1163,3.6873,12.6665,0.9319,-0.0171,9.3653,-15.6991,-10.4827,-3.5344,-2.2824,-18.542,common_voice_es_40460745.mp3,6552,adult,male,cv-corpus-18.0-delta-2024-06-14
0.2363,0.0411,2099.49,3201.43,-398.0621,87.7574,13.0264,0.3772,5.8194,4.951,-7.9858,4.8628,-15.582,-14.6257,-7.5709,-2.2846,-16.377,common_voice_es_40460772.mp3,7272,adult,male,cv-corpus-18.0-delta-2024-06-14
0.2338,0.0319,2003.26,3246.07,-421.2062,81.074,2.5666,2.1745,6.9589,-1.1944,4.4735,6.1982,-14.9864,-11.5363,0.0779,-2.0145,-14.8653,common_voice_es_40460779.mp3,5508,adult,male,cv-corpus-18.0-delta-2024-06-14
0.2131,0.0497,1925.66,2930.38,-394.7791,77.7087,20.3105,14.7659,15.575,9.2852,-3.4062,9.7519,-13.2077,-13.5437,-3.1255,-5.0513,-18.7962,common_voice_es_40460793.mp3,5544,adult,male,cv-corpus-18.0-delta-2024-06-14
0.1263,0.0409,1207.73,1842.21,-449.9675,58.9046,-3.1956,0.0988,0.6094,4.5275,4.5771,8.2767,-10.63,-4.1374,0.1044,-1.1854,-10.5246,common_voice_es_40460800.mp3,3024,adult,male,cv-corpus-18.0-delta-2024-06-14
0.1624,0.0397,1478.76,2437.65,-416.1328,72.8332,-9.4772,-0.7213,0.6001,5.2494,-0.2419,13.0197,-2.2847,-4.5739,-5.0146,-2.4807,-11.4277,common_voice_es_40460801.mp3,3672,adult,male,cv-corpus-18.0-delta-2024-06-14
0.2397,0.0472,2141.13,3241.54,-425.5878,81.5377,10.248,6.8476,3.0808,14.0631,3.449,6.7657,-12.9992,-9.3266,-1.9988,1.4983,-14.4457,common_voice_es_40460820.mp3,5040,adult,male,cv-corpus-18.0-delta-2024-06-14
0.1838,0.0519,1691.72,2687.5,-419.1052,91.8335,10.9965,21.6214,7.78,8.3508,12.974,5.7706,-8.0763,-8.2422,-5.1623,-2.8933,-16.4879,common_voice_es_40460838.mp3,5688,adult,male,cv-corpus-18.0-delta-2024-06-14
0.2434,0.0405,1939.53,3090.22,-397.2141,74.328,17.4413,7.195,-0.3644,1.1171,-0.9498,5.6793,-18.5158,-8.8008,-7.1672,-3.6931,-12.5501,common_voice_es_40460875.mp3,6480,adult,male,cv-corpus-18.0-delta-2024-06-14
0.155,0.0393,1587.57,2549.41,-433.3536,71.4981,16.4145,7.6047,7.2001,17.763,3.5689,5.1535,-11.0485,-10.4267,-3.5566,0.3808,-11.4424,common_voice_es_40460876.mp3,4572,adult,male,cv-corpus-18.0-delta-2024-06-14
0.175,0.0684,1484.53,2155.65,-390.2962,57.3414,9.5063,30.5955,18.0819,-10.6733,-14.9543,-4.8155,-12.115,-13.0245,-3.5657,-1.952,-9.1212,common_voice_es_40461871.mp3,5220,senior,male,cv-corpus-18.0-delta-2024-06-14
0.2054,0.0635,1850.93,2777.27,-412.1464,59.6915,-2.2931,39.8257,27.8243,-14.57,-11.5547,-0.9475,-7.4152,-8.7227,-3.5246,-1.1645,-9.6599,common_voice_es_40461896.mp3,5364,senior,male,cv-corpus-18.0-delta-2024-06-14
0.1503,0.0429,1320.9,1891.42,-460.6916,37.0235,2.8348,13.8156,8.4523,-3.1975,-2.3631,-2.795,-6.915,-6.8156,-3.3748,0.5018,-3.2517,common_voice_es_40461945.mp3,2916,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0409,0.0435,415.5431,643.1628,-455.9576,29.1501,3.825,19.2566,10.3929,-4.7408,-8.1499,-5.8714,-4.8285,-2.5764,-1.3177,-1.0981,-4.2392,common_voice_es_40462019.mp3,2556,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0666,0.0508,647.2026,1113.01,-436.1237,48.9894,5.6593,26.7288,13.197,-10.3568,-8.9426,-8.7348,-9.0172,-6.747,-2.9168,0.4761,-3.3215,common_voice_es_40462020.mp3,3708,senior,male,cv-corpus-18.0-delta-2024-06-14
0.124,0.0471,1021.51,1526.32,-446.5779,56.7158,9.831,23.7611,13.8093,-7.6159,-15.9555,-4.3566,-8.1775,-11.3771,-3.8209,1.2632,-8.4611,common_voice_es_40462177.mp3,4536,senior,male,cv-corpus-18.0-delta-2024-06-14
0.1236,0.0834,1089.26,1716.06,-371.8555,82.7693,3.6639,26.2358,17.911,-11.3787,-13.4997,-3.94,-12.624,-14.7709,1.2893,-1.273,-12.9701,common_voice_es_40462210.mp3,4968,senior,male,cv-corpus-18.0-delta-2024-06-14
0.1371,0.0477,1280.71,2030.6,-385.6311,73.5693,4.3967,23.1052,8.8437,-6.1321,-4.6453,-3.9912,-17.2443,-13.6256,1.926,-1.0857,-16.5715,common_voice_es_40462228.mp3,5652,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0746,0.0244,734.5779,1112.41,-521.8051,34.1428,-7.4599,23.7782,10.7237,-10.3414,-1.2661,-0.5165,-5.8673,-3.7561,-0.9389,2.249,-7.644,common_voice_es_40462230.mp3,3312,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0764,0.0389,735.106,1112.66,-417.0723,46.816,3.4498,24.5046,15.6365,-9.4581,-10.3463,-3.9783,-6.5501,-9.6668,-3.3299,0.7711,-6.1375,common_voice_es_40462334.mp3,3672,senior,male,cv-corpus-18.0-delta-2024-06-14
0.1834,0.0454,1539.17,2433.42,-435.0393,57.5352,14.5824,10.9236,5.1515,17.4356,2.4715,15.1737,-4.8754,-2.5064,0.6754,5.0013,-9.5407,common_voice_es_40462941.mp3,4176,adult,male,cv-corpus-18.0-delta-2024-06-14
0.2323,0.0387,2032.94,2885.1,-431.5538,72.0005,22.8714,-0.9816,-0.6675,9.777,-1.1871,3.2395,-8.9182,-8.9972,-4.857,4.484,-12.3143,common_voice_es_40462943.mp3,5940,adult,male,cv-corpus-18.0-delta-2024-06-14
0.3631,0.0883,3058.26,5228.11,-167.038,26.4973,7.1788,12.7795,-4.5389,-2.1968,-4.5545,1.566,-7.6143,0.2726,-9.8749,2.9333,-5.5888,common_voice_es_40467741.mp3,4572,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0503,0.0539,511.3107,764.3312,-404.4863,42.616,1.1235,21.0708,16.1572,-4.9362,-9.953,-4.7963,-6.0745,-4.9179,-1.5016,-2.102,-7.0587,common_voice_es_40467908.mp3,2808,senior,male,cv-corpus-18.0-delta-2024-06-14
0.1074,0.0624,1082.34,1681.63,-391.8435,68.4054,5.3493,24.3038,16.5107,-7.0501,-18.2318,-8.9092,-9.8405,-8.2335,-4.0523,-1.9951,-6.6829,common_voice_es_40467918.mp3,5040,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0679,0.0675,706.0293,1080.41,-415.0486,46.5994,1.2725,23.494,18.2275,-8.537,-15.6,-3.0515,-4.3154,-6.135,-4.5528,-2.8434,-4.4995,common_voice_es_40467919.mp3,2952,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0716,0.048,651.3431,1036.18,-427.2584,37.9901,-2.2924,9.7494,9.336,0.4422,-6.4078,-1.5668,-3.958,-6.7041,-4.1535,1.8489,-3.0795,common_voice_es_40468086.mp3,2988,senior,male,cv-corpus-18.0-delta-2024-06-14
0.1211,0.0492,1253.4,1995.52,-419.7838,66.6112,10.166,23.2141,12.9804,0.6805,-14.9237,-7.5421,-8.8811,-8.2759,-2.7579,-1.25,-11.6105,common_voice_es_40468108.mp3,5220,senior,male,cv-corpus-18.0-delta-2024-06-14
0.187,0.0546,1820.34,2507.46,-402.3601,76.9831,3.063,26.2886,11.079,-18.0734,-23.5375,-14.6466,-16.8113,-8.1023,-4.367,-7.36,-13.9577,common_voice_es_40468161.mp3,7200,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0619,0.0451,657.4548,1038.81,-460.5226,57.5156,5.6749,26.1511,15.6458,-4.0519,-13.4276,-7.2065,-9.3536,-7.643,-3.9633,-4.4653,-5.6948,common_voice_es_40468175.mp3,3600,senior,male,cv-corpus-18.0-delta-2024-06-14
0.1072,0.0653,1075.11,1697.45,-387.0782,81.6544,22.287,37.0292,12.3628,-9.2224,-18.8555,-8.8436,-10.1412,-9.9563,-8.6118,-6.5652,-17.4194,common_voice_es_40479145.mp3,5940,senior,male,cv-corpus-18.0-delta-2024-06-14
0.11,0.0747,1128.8,1709.69,-376.2713,77.712,14.9945,38.962,20.5323,-11.0665,-17.4603,-11.3616,-14.7856,-9.3706,-3.5426,-6.4272,-11.6972,common_voice_es_40479211.mp3,5688,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0926,0.0572,860.9851,1371.12,-421.3785,59.6845,15.6163,37.6846,16.114,-4.2924,-6.8079,-6.9696,-7.2067,-7.317,-8.5644,-4.8208,-9.5925,common_voice_es_40479355.mp3,4176,senior,male,cv-corpus-18.0-delta-2024-06-14
0.1011,0.0529,1048.35,1721.19,-400.8708,59.7521,12.6867,36.1833,27.1563,-3.9507,-20.0167,-6.2751,-10.7004,-11.8125,-8.9192,-3.1625,-9.0024,common_voice_es_40479357.mp3,4932,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0848,0.0788,910.6183,1526.62,-365.1726,79.2522,12.8461,30.6353,6.4468,-7.1063,-10.0254,-10.1525,-16.7098,-14.0119,-6.3539,-2.4841,-10.6684,common_voice_es_40479496.mp3,5220,senior,male,cv-corpus-18.0-delta-2024-06-14
0.1717,0.0549,1598.35,2220.19,-391.9212,63.2109,10.6164,27.039,9.8022,-7.8751,-10.9505,-7.6505,-8.6578,-4.6675,-4.6584,0.0855,-9.4378,common_voice_es_40479548.mp3,4896,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0417,0.0299,451.0693,720.4916,-465.3079,23.9054,-3.1415,14.1829,8.6767,-5.5988,-4.5344,-2.8808,-2.1653,-3.643,-3.279,-0.4414,-4.9794,common_voice_es_40479566.mp3,2160,senior,male,cv-corpus-18.0-delta-2024-06-14
0.0534,0.0547,617.6084,973.7759,-420.773,63.409,-3.3969,22.559,14.2781,-7.6525,-10.6277,-9.0144,-7.4765,-5.376,-4.8044,-7.412,-8.7706,common_voice_es_40479575.mp3,4212,senior,male,cv-corpus-18.0-delta-2024-06-14
0.2035,0.0575,2252.88,3393.01,-388.9298,58.4142,24.6692,17.1725,0.3663,9.2694,-1.8351,6.3866,-9.7882,-10.1616,-12.3794,-1.2232,-16.6106,common_voice_es_40481869.mp3,5868,adult,male,cv-corpus-18.0-delta-2024-06-14
0.1421,0.0482,1389.22,2170.18,-399.6632,87.9692,8.3179,-4.6521,2.372,11.0285,-2.0244,6.7853,-14.4126,-13.0431,-2.7613,-1.2367,-14.5609,common_voice_es_40481871.mp3,5976,adult,male,cv-corpus-18.0-delta-2024-06-14
